id_leitura,datahora,cultura,umidade_solo,temperatura_ar,ph_solo,nitrogenio_n,fosforo_p,potassio_k,valor_ldr,produtividade_t_ha,volume_irrigacao_mm,origem
1200,2026-01-26 05:30:00,Milho,59.9,18.5,6.34,77.7,11.9,44.6,1976,13.94,4.5,simulado
1201,2026-01-26 06:00:00,Milho,10.5,27.8,6.29,20.7,13.1,17.0,1901,7.04,40.3,real
1202,2026-01-26 06:30:00,Milho,27.7,20.8,4.83,26.4,75.2,63.0,44,4.98,23.3,simulado
1203,2026-01-26 07:00:00,Milho,74.7,24.7,6.55,32.7,23.6,88.4,2241,13.17,1.9,simulado
1204,2026-01-26 07:30:00,Milho,67.1,29.5,8.04,44.1,80.5,19.7,4095,12.1,1.1,simulado
1205,2026-01-26 08:00:00,Milho,38.6,20.2,4.64,25.1,2.8,92.8,0,5.48,17.1,simulado
1206,2026-01-26 08:30:00,Milho,52.4,25.4,6.39,41.5,45.0,41.4,2035,13.24,10.4,simulado
1207,2026-01-26 09:00:00,Milho,47.6,27.5,5.18,25.9,64.6,47.4,484,10.98,14.5,simulado
1208,2026-01-26 09:30:00,Milho,50.5,25.6,6.66,74.8,76.8,94.0,2384,13.95,11.5,simulado
1209,2026-01-26 10:00:00,Milho,69.7,23.1,7.36,78.2,69.0,21.3,3276,14.2,0.9,simulado
1210,2026-01-26 10:30:00,Milho,40.0,29.4,6.5,23.1,26.2,17.3,2174,9.57,19.6,real
1211,2026-01-26 11:00:00,Milho,28.1,17.7,6.61,75.1,90.1,59.6,2319,7.73,21.4,simulado
1212,2026-01-26 11:30:00,Milho,11.9,19.6,5.19,62.8,37.3,69.0,504,5.26,31.4,simulado
1213,2026-01-26 12:00:00,Milho,35.1,33.1,8.08,38.3,23.4,0.0,4095,4.19,25.6,simulado
1214,2026-01-26 12:30:00,Milho,62.2,28.5,6.98,46.2,32.5,54.2,2785,14.44,3.8,simulado
1215,2026-01-26 13:00:00,Milho,56.7,27.8,5.86,90.9,57.8,47.1,1351,15.86,5.1,simulado
1216,2026-01-26 13:30:00,Milho,67.5,25.4,6.36,22.1,15.7,27.2,1994,13.43,1.7,real
1217,2026-01-26 14:00:00,Milho,35.9,26.2,5.85,58.0,69.9,14.4,1343,9.96,18.8,simulado
1218,2026-01-26 14:30:00,Milho,71.4,25.8,5.2,2.8,46.8,76.2,511,13.1,0.0,simulado
1219,2026-01-26 15:00:00,Milho,25.2,35.7,5.96,60.6,51.3,60.5,1478,6.7,33.7,simulado
1220,2026-01-26 15:30:00,Milho,86.4,31.0,6.69,70.5,78.8,37.0,2422,10.05,0.9,simulado
1221,2026-01-26 16:00:00,Milho,29.7,26.7,7.53,100.0,52.8,55.5,3497,7.47,25.2,simulado
1222,2026-01-26 16:30:00,Milho,57.9,21.3,4.29,31.6,64.2,93.1,0,12.53,5.9,simulado
1223,2026-01-26 17:00:00,Milho,28.9,20.9,5.58,22.8,86.0,21.9,995,6.25,22.3,simulado
1224,2026-01-26 17:30:00,Milho,30.4,32.0,5.23,54.5,25.4,51.9,551,6.18,30.3,simulado
1225,2026-01-26 18:00:00,Milho,76.3,23.3,7.24,42.0,31.7,25.8,3127,11.59,1.9,simulado
1226,2026-01-26 18:30:00,Milho,33.0,27.7,6.09,76.1,100.0,86.1,1655,11.06,24.7,simulado
1227,2026-01-26 19:00:00,Milho,60.5,24.6,5.01,40.5,53.9,22.4,263,12.5,4.6,simulado
1228,2026-01-26 19:30:00,Milho,43.8,30.2,5.08,0.0,41.1,41.0,361,8.14,19.8,simulado
1229,2026-01-26 20:00:00,Milho,35.4,36.0,6.29,63.0,24.9,40.8,1908,8.9,26.8,simulado
1230,2026-01-26 20:30:00,Milho,49.2,18.2,5.95,42.7,32.7,53.7,1472,12.26,8.5,simulado
1231,2026-01-26 21:00:00,Milho,64.0,26.4,6.95,51.7,53.7,35.0,2753,13.78,3.4,simulado
1232,2026-01-26 21:30:00,Milho,57.9,23.4,6.32,42.4,29.6,59.4,1946,15.16,6.4,simulado
1233,2026-01-26 22:00:00,Milho,67.5,24.0,6.27,15.4,9.7,19.1,1879,13.4,1.8,real
1234,2026-01-26 22:30:00,Milho,61.1,19.2,5.68,64.4,58.9,64.9,1124,14.97,3.3,simulado
1235,2026-01-26 23:00:00,Milho,62.9,28.2,6.42,50.9,25.4,48.7,2067,15.58,4.9,simulado
1236,2026-01-26 23:30:00,Milho,67.2,22.9,6.7,86.4,57.4,22.9,2436,15.38,2.7,simulado
1237,2026-01-27 00:00:00,Milho,42.9,18.4,6.68,17.1,58.7,41.5,2407,8.45,14.4,simulado
1238,2026-01-27 00:30:00,Milho,41.4,19.6,5.13,57.6,36.3,16.7,419,6.68,14.8,simulado
1239,2026-01-27 01:00:00,Milho,17.8,29.3,7.04,57.3,64.0,99.2,2870,7.01,35.8,simulado
1240,2026-01-27 01:30:00,Milho,60.4,32.2,5.7,90.4,78.3,80.7,1152,16.0,6.5,simulado
1241,2026-01-27 02:00:00,Milho,41.5,28.4,6.4,93.0,43.5,77.6,2051,12.11,17.8,simulado
1242,2026-01-27 02:30:00,Milho,38.2,28.5,6.98,48.9,86.0,39.4,2795,9.05,22.3,simulado
1243,2026-01-27 03:00:00,Milho,49.2,32.8,6.19,42.3,44.1,70.9,1774,12.44,16.9,simulado
1244,2026-01-27 03:30:00,Milho,65.4,25.1,7.38,68.8,71.1,90.2,3307,13.78,4.0,simulado
1245,2026-01-27 04:00:00,Milho,67.7,16.4,6.77,51.2,31.3,30.9,2522,12.76,1.8,simulado
1246,2026-01-27 04:30:00,Milho,77.0,21.9,5.67,62.9,90.4,43.5,1117,12.77,1.3,simulado
1247,2026-01-27 05:00:00,Milho,66.9,16.4,5.73,43.6,78.9,16.4,1190,13.72,4.7,simulado
1248,2026-01-27 05:30:00,Milho,11.1,20.3,5.04,69.9,63.8,54.0,311,5.93,31.7,simulado
1249,2026-01-27 06:00:00,Milho,81.1,26.5,8.5,78.0,59.3,86.8,4095,11.3,1.2,simulado
1250,2026-01-27 06:30:00,Milho,71.7,27.6,6.55,75.3,51.8,79.2,2237,15.84,1.5,simulado
1251,2026-01-27 07:00:00,Milho,81.2,17.4,6.32,74.3,39.1,43.1,1951,11.77,0.1,simulado
1252,2026-01-27 07:30:00,Milho,21.7,37.4,5.75,45.5,83.2,67.2,1213,6.25,39.3,simulado
1253,2026-01-27 08:00:00,Milho,70.3,21.5,4.2,10.2,9.2,43.2,0,9.27,0.0,simulado
1254,2026-01-27 08:30:00,Milho,83.3,26.4,5.03,49.9,21.0,100.0,296,10.07,1.9,simulado
1255,2026-01-27 09:00:00,Milho,47.9,33.1,5.5,42.5,29.2,88.7,897,10.95,14.3,simulado
